Date,Location,StationCode,State,Latitude,Longitude,pH,WQI,DO,BOD,Safety_Status,Turbidity_NTU
2025-01-04,Kolkata Reservoir,W_KOL,Kolkata,22.567526012380164,88.3260834636374,7.8,41.2,9.7,1.7,Unsafe,11.4
2025-01-04,Hyderabad Reservoir,W_HYD,Hyderabad,17.42459430517048,78.5116343716699,8.4,77.4,5.8,6.9,Safe,13.1
2025-01-04,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.061097605597006,72.5429058401091,7.6,19.4,9.5,5.9,Unsafe,11.6
2025-01-04,Jaipur Reservoir,W_JAI,Jaipur,26.95531436449485,75.76296049904293,7.1,87.1,5.9,2.6,Unsafe,6.5
2025-01-04,Lucknow Reservoir,W_LUC,Lucknow,26.884431990783295,80.92289508015924,8.5,12.5,5.4,5.0,Unsafe,4.7
2025-01-04,Bhopal Reservoir,W_BHO,Bhopal,23.262016717442908,77.45262867668815,8.1,33.9,4.9,6.9,Unsafe,14.9
2025-01-05,Mumbai Reservoir,W_MUM,Mumbai,19.04766606642904,72.9220766324445,7.4,15.1,9.1,1.6,Safe,8.8
2025-01-05,Delhi Reservoir,W_DEL,Delhi,28.667018577638565,77.09666683927603,7.8,46.9,6.6,5.2,Safe,12.2
2025-01-05,Bengaluru Reservoir,W_BEN,Bengaluru,12.964223174886412,77.55797479275984,6.7,40.0,8.4,5.2,Safe,11.9
2025-01-05,Chennai Reservoir,W_CHE,Chennai,13.04103103990485,80.3047542553592,7.0,56.3,9.6,3.9,Moderate,3.2
2025-01-05,Kolkata Reservoir,W_KOL,Kolkata,22.55905745768593,88.38656329766002,7.8,99.4,6.1,7.0,Moderate,4.5
2025-01-05,Hyderabad Reservoir,W_HYD,Hyderabad,17.384500497829908,78.48530481391887,7.1,90.0,9.6,4.8,Unsafe,5.0
2025-01-05,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.06495715908243,72.5428216363994,8.4,76.7,9.5,4.7,Moderate,14.1
2025-01-05,Jaipur Reservoir,W_JAI,Jaipur,26.935426818516575,75.79258056976649,7.9,39.9,6.8,4.1,Moderate,13.7
2025-01-05,Lucknow Reservoir,W_LUC,Lucknow,26.845109352025855,80.92258178537982,7.8,69.9,5.2,3.5,Safe,4.8
2025-01-05,Bhopal Reservoir,W_BHO,Bhopal,23.23371679897621,77.40692636354999,6.8,99.7,5.0,6.3,Safe,3.1
2025-01-06,Mumbai Reservoir,W_MUM,Mumbai,19.091503227190234,72.86060362944951,7.1,68.1,8.4,3.9,Safe,3.3
2025-01-06,Delhi Reservoir,W_DEL,Delhi,28.75303460152092,77.06964639090604,6.6,10.4,8.5,1.4,Safe,8.3
2025-01-06,Bengaluru Reservoir,W_BEN,Bengaluru,12.943555563351218,77.62750529221171,7.5,90.1,9.3,4.3,Safe,6.1
2025-01-06,Chennai Reservoir,W_CHE,Chennai,13.121234067959833,80.30314774588221,7.0,54.4,8.4,3.2,Safe,4.5
2025-01-06,Kolkata Reservoir,W_KOL,Kolkata,22.58523230855056,88.3318538170959,6.9,19.4,4.3,6.6,Safe,9.1
2025-01-06,Hyderabad Reservoir,W_HYD,Hyderabad,17.423825557188827,78.51929332490181,6.8,47.3,9.7,2.3,Unsafe,1.1
2025-01-06,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.981988139218917,72.54825092095653,7.0,60.3,5.2,5.4,Safe,6.1
2025-01-06,Jaipur Reservoir,W_JAI,Jaipur,26.905145256217942,75.77159766454544,7.7,57.7,5.4,2.5,Safe,1.3
2025-01-06,Lucknow Reservoir,W_LUC,Lucknow,26.874098524113563,80.98582210341267,7.9,40.1,7.9,6.0,Moderate,7.8
2025-01-06,Bhopal Reservoir,W_BHO,Bhopal,23.233164030173956,77.43208497781292,6.7,80.1,6.9,2.3,Unsafe,9.5
2025-01-07,Mumbai Reservoir,W_MUM,Mumbai,19.105277826089008,72.84135831369896,7.7,76.1,5.7,2.0,Moderate,14.3
2025-01-07,Delhi Reservoir,W_DEL,Delhi,28.7362229357937,77.12643608598346,7.1,58.7,8.6,5.1,Moderate,9.2
2025-01-07,Bengaluru Reservoir,W_BEN,Bengaluru,12.984786140233348,77.59811524444169,7.9,52.1,8.2,3.9,Unsafe,12.4
2025-01-07,Chennai Reservoir,W_CHE,Chennai,13.050676833772178,80.24945842809,7.1,61.4,7.3,3.6,Moderate,5.5
2025-01-07,Kolkata Reservoir,W_KOL,Kolkata,22.601056183911776,88.33220262139443,6.5,76.3,4.4,3.7,Safe,7.5
2025-01-07,Hyderabad Reservoir,W_HYD,Hyderabad,17.40739982936776,78.5223071115994,8.1,89.1,7.3,8.0,Moderate,11.4
2025-01-07,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.018997369174322,72.52999354392166,7.3,32.2,9.1,7.5,Safe,3.4
2025-01-07,Jaipur Reservoir,W_JAI,Jaipur,26.904227936708004,75.76072844889865,8.2,76.9,9.0,4.7,Unsafe,14.1
2025-01-07,Lucknow Reservoir,W_LUC,Lucknow,26.818474418559152,80.94985200926939,7.9,33.8,5.0,2.5,Unsafe,1.9
2025-01-07,Bhopal Reservoir,W_BHO,Bhopal,23.221939398774573,77.40355569179869,8.3,32.9,5.5,3.9,Unsafe,6.7
2025-01-08,Mumbai Reservoir,W_MUM,Mumbai,19.11795189000383,72.92049551206007,8.4,40.0,6.7,6.1,Moderate,1.9
2025-01-08,Delhi Reservoir,W_DEL,Delhi,28.690966108692216,77.05832070319605,7.5,19.1,5.1,6.2,Safe,7.1
2025-01-08,Bengaluru Reservoir,W_BEN,Bengaluru,12.944216786457241,77.61779291072597,8.0,86.8,9.2,3.5,Safe,12.0
2025-01-08,Chennai Reservoir,W_CHE,Chennai,13.063278115528227,80.26698519986012,7.3,83.0,5.8,2.2,Safe,14.2
2025-01-08,Kolkata Reservoir,W_KOL,Kolkata,22.57274173879856,88.39213774883927,8.4,79.4,5.8,5.2,Safe,13.0
2025-01-08,Hyderabad Reservoir,W_HYD,Hyderabad,17.35799303644253,78.4711464478391,7.0,75.8,5.8,3.5,Safe,11.3
2025-01-08,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.019720085167894,72.55820806104582,7.7,90.5,8.3,4.6,Moderate,3.9
2025-01-08,Jaipur Reservoir,W_JAI,Jaipur,26.954205704984712,75.77062831530539,8.2,89.9,7.8,3.7,Safe,14.5
2025-01-08,Lucknow Reservoir,W_LUC,Lucknow,26.879325291497654,80.95434503529826,6.7,49.9,6.6,4.5,Moderate,6.0
2025-01-08,Bhopal Reservoir,W_BHO,Bhopal,23.258549513356655,77.40432760986444,6.7,74.3,9.4,2.8,Safe,13.3
2025-01-09,Mumbai Reservoir,W_MUM,Mumbai,19.041526018777933,72.88136418283675,6.5,33.2,9.1,5.2,Safe,8.3
2025-01-09,Delhi Reservoir,W_DEL,Delhi,28.721994841778866,77.14462787264448,8.2,72.9,9.5,1.7,Safe,10.4
2025-01-09,Bengaluru Reservoir,W_BEN,Bengaluru,13.001607912386863,77.56983700249651,8.2,87.2,4.0,3.2,Moderate,15.0
2025-01-09,Chennai Reservoir,W_CHE,Chennai,13.106222442482082,80.2569147979552,7.6,92.1,6.4,5.3,Safe,10.5
2025-01-09,Kolkata Reservoir,W_KOL,Kolkata,22.573647458326175,88.37683428497327,6.6,18.7,6.7,2.6,Unsafe,11.8
2025-01-09,Hyderabad Reservoir,W_HYD,Hyderabad,17.34206955878668,78.51761516324358,6.8,11.1,5.2,1.7,Safe,2.3
2025-01-09,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.034825711942087,72.6149986281218,7.1,13.3,7.8,3.3,Safe,2.2
2025-01-09,Jaipur Reservoir,W_JAI,Jaipur,26.89991867039896,75.82320905945919,7.1,69.1,8.4,3.0,Unsafe,2.0
2025-01-09,Lucknow Reservoir,W_LUC,Lucknow,26.812197587869523,80.9804560106698,7.1,98.2,5.0,1.6,Unsafe,11.2
2025-01-09,Bhopal Reservoir,W_BHO,Bhopal,23.29815506769593,77.37775718102971,7.7,39.5,9.3,3.2,Safe,1.1
2025-01-10,Mumbai Reservoir,W_MUM,Mumbai,19.124088679385412,72.84865509910762,6.6,48.1,4.3,2.3,Unsafe,3.5
2025-01-10,Delhi Reservoir,W_DEL,Delhi,28.6688267255097,77.08531732970252,7.6,83.3,5.6,2.9,Moderate,1.2
2025-01-10,Bengaluru Reservoir,W_BEN,Bengaluru,12.937408975462821,77.61741271701315,7.2,23.5,9.1,5.7,Unsafe,11.8
2025-01-10,Chennai Reservoir,W_CHE,Chennai,13.06754613370293,80.2616673439086,7.2,65.0,5.1,8.0,Moderate,12.7
2025-01-10,Kolkata Reservoir,W_KOL,Kolkata,22.544669553048152,88.31672903205904,6.8,51.4,5.1,3.9,Safe,5.5
2025-01-10,Hyderabad Reservoir,W_HYD,Hyderabad,17.430236911196115,78.444955530574,7.5,87.7,6.3,7.9,Safe,7.7
2025-01-10,Ahmedabad Reservoir,W_AHM,Ahmedabad,22.9735930836513,72.53216964857234,8.1,96.4,8.5,1.0,Moderate,12.3
2025-01-10,Jaipur Reservoir,W_JAI,Jaipur,26.887017048785264,75.76615294843549,7.4,12.3,6.8,6.2,Safe,2.9
2025-01-10,Lucknow Reservoir,W_LUC,Lucknow,26.849296186282015,80.92600448345173,7.7,66.8,5.7,5.1,Safe,13.1
2025-01-10,Bhopal Reservoir,W_BHO,Bhopal,23.21377225123339,77.36808576757407,6.7,91.2,4.4,5.1,Moderate,6.5
2025-01-11,Mumbai Reservoir,W_MUM,Mumbai,19.04295625836667,72.83340360299215,7.7,45.5,7.0,5.3,Unsafe,12.4
2025-01-11,Delhi Reservoir,W_DEL,Delhi,28.702760940496837,77.10319265902915,8.4,31.8,8.3,5.5,Safe,5.2
2025-01-11,Bengaluru Reservoir,W_BEN,Bengaluru,12.977687405314166,77.59605575030167,7.3,64.6,9.3,5.5,Safe,1.1
2025-01-11,Chennai Reservoir,W_CHE,Chennai,13.117071033329998,80.31701673162357,8.0,11.2,9.7,1.1,Safe,5.3
2025-01-11,Kolkata Reservoir,W_KOL,Kolkata,22.59757802018387,88.40797377613879,6.6,84.3,6.8,5.1,Moderate,2.6
2025-01-11,Hyderabad Reservoir,W_HYD,Hyderabad,17.379902008908235,78.5300842602083,8.1,73.4,5.1,4.7,Safe,1.7
2025-01-11,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.0270187041764,72.62134527885406,8.1,47.7,8.8,6.8,Safe,1.7
2025-01-11,Jaipur Reservoir,W_JAI,Jaipur,26.953165751274447,75.75864236521734,7.5,30.1,6.1,5.5,Moderate,14.1
2025-01-11,Lucknow Reservoir,W_LUC,Lucknow,26.834480428338708,80.94061158847173,6.5,35.8,8.4,6.0,Unsafe,2.8
2025-01-11,Bhopal Reservoir,W_BHO,Bhopal,23.30322937184811,77.45302674098872,6.9,75.5,7.2,6.2,Safe,7.5
2025-01-12,Mumbai Reservoir,W_MUM,Mumbai,19.117976583622674,72.88090890512191,6.7,78.3,8.8,7.3,Moderate,4.2
2025-01-12,Delhi Reservoir,W_DEL,Delhi,28.682566444555352,77.07327894547397,7.7,91.5,9.8,2.3,Safe,6.0
2025-01-12,Bengaluru Reservoir,W_BEN,Bengaluru,12.93122924107598,77.57515331520301,7.9,63.8,5.0,4.2,Safe,3.9
2025-01-12,Chennai Reservoir,W_CHE,Chennai,13.122056693837768,80.24103335644888,7.4,32.4,9.5,6.6,Moderate,10.9
2025-01-12,Kolkata Reservoir,W_KOL,Kolkata,22.616455842929874,88.39767149521577,7.6,21.0,4.0,1.6,Unsafe,12.4
2025-01-12,Hyderabad Reservoir,W_HYD,Hyderabad,17.382070554364024,78.4410620309569,6.6,91.8,7.8,6.6,Moderate,2.6
2025-01-12,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.003277239067923,72.54715383145712,8.0,31.0,4.4,7.3,Moderate,2.6
2025-01-12,Jaipur Reservoir,W_JAI,Jaipur,26.884702695251747,75.78791500723796,7.8,10.1,6.3,5.5,Moderate,9.6
2025-01-12,Lucknow Reservoir,W_LUC,Lucknow,26.79843075476775,80.97965694529597,8.0,31.6,6.7,7.6,Safe,11.4
2025-01-12,Bhopal Reservoir,W_BHO,Bhopal,23.282803201406193,77.41836651156329,7.5,93.8,7.0,1.9,Unsafe,2.8
2025-01-13,Mumbai Reservoir,W_MUM,Mumbai,19.121745120231743,72.8326587334288,7.5,11.7,6.4,5.5,Moderate,6.8
2025-01-13,Delhi Reservoir,W_DEL,Delhi,28.725833017183938,77.14645254571332,6.6,88.5,5.7,4.6,Moderate,3.5
2025-01-13,Bengaluru Reservoir,W_BEN,Bengaluru,12.939559532479244,77.57295366374548,7.4,33.9,7.3,3.0,Unsafe,8.7
2025-01-13,Chennai Reservoir,W_CHE,Chennai,13.06946061466286,80.27922490626229,7.1,40.7,7.1,4.0,Safe,4.6
2025-01-13,Kolkata Reservoir,W_KOL,Kolkata,22.537531334576126,88.33575146769537,8.0,17.3,8.1,2.9,Safe,1.1
2025-01-13,Hyderabad Reservoir,W_HYD,Hyderabad,17.39738969057732,78.45420443707005,8.5,41.3,5.1,2.6,Safe,4.5
2025-01-13,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.063805676115983,72.5691326550243,8.4,74.0,4.1,1.7,Moderate,9.9
2025-01-13,Jaipur Reservoir,W_JAI,Jaipur,26.90011174206661,75.8362411623641,8.5,73.8,7.2,5.3,Unsafe,10.9
2025-01-13,Lucknow Reservoir,W_LUC,Lucknow,26.822478729885113,80.92090989086418,7.3,37.7,9.0,1.5,Moderate,1.9
2025-01-13,Bhopal Reservoir,W_BHO,Bhopal,23.214181772912784,77.40517267276887,7.9,97.2,5.8,1.3,Unsafe,3.1
2025-01-14,Mumbai Reservoir,W_MUM,Mumbai,19.08406394878027,72.91267565318509,8.0,17.9,6.1,6.3,Unsafe,13.1
2025-01-14,Delhi Reservoir,W_DEL,Delhi,28.72727948754995,77.13359760676514,7.0,34.2,8.6,7.0,Safe,12.8
2025-01-14,Bengaluru Reservoir,W_BEN,Bengaluru,13.016872167713576,77.63798106138697,7.4,97.2,5.8,5.4,Unsafe,3.9
2025-01-14,Chennai Reservoir,W_CHE,Chennai,13.057169229403161,80.22504391721293,7.1,82.9,5.3,2.6,Moderate,7.3
2025-01-14,Kolkata Reservoir,W_KOL,Kolkata,22.60186394894842,88.38576279433991,7.5,89.6,9.3,7.9,Safe,3.4
2025-01-14,Hyderabad Reservoir,W_HYD,Hyderabad,17.346187850134292,78.45131255540672,7.0,79.2,4.8,4.1,Moderate,9.5
2025-01-14,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.037322536199277,72.52708520210882,6.8,74.2,7.6,7.8,Moderate,12.5
2025-01-14,Jaipur Reservoir,W_JAI,Jaipur,26.935687858136795,75.75597322162832,6.9,25.8,6.3,2.0,Unsafe,10.4
2025-01-14,Lucknow Reservoir,W_LUC,Lucknow,26.8788505983739,80.90167788237355,7.9,47.0,8.6,5.4,Safe,14.3
2025-01-14,Bhopal Reservoir,W_BHO,Bhopal,23.260206638484274,77.40662780151874,7.7,46.2,4.3,5.9,Unsafe,13.1
2025-01-15,Mumbai Reservoir,W_MUM,Mumbai,19.108382919307466,72.91406375389077,8.5,60.7,4.4,4.7,Unsafe,12.5
2025-01-15,Delhi Reservoir,W_DEL,Delhi,28.739033052965144,77.05255796040684,7.2,66.7,7.3,4.7,Unsafe,9.4
2025-01-15,Bengaluru Reservoir,W_BEN,Bengaluru,12.946139950200363,77.57230262382791,8.0,82.6,8.2,7.7,Moderate,11.7
2025-01-15,Chennai Reservoir,W_CHE,Chennai,13.03999081188168,80.27613303957072,7.0,97.6,7.0,5.7,Safe,9.9
2025-01-15,Kolkata Reservoir,W_KOL,Kolkata,22.59299753968514,88.32672149117252,6.6,97.7,8.7,3.7,Moderate,11.4
2025-01-15,Hyderabad Reservoir,W_HYD,Hyderabad,17.41341111758854,78.51804780471925,7.4,41.3,6.3,4.2,Unsafe,4.7
2025-01-15,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.063628183068687,72.60135888954105,8.2,80.4,9.8,2.0,Moderate,7.4
2025-01-15,Jaipur Reservoir,W_JAI,Jaipur,26.92020808812739,75.81960457924413,8.1,11.6,4.5,7.8,Moderate,8.3
2025-01-15,Lucknow Reservoir,W_LUC,Lucknow,26.79829848794624,80.9913219527831,6.7,43.2,5.9,3.7,Safe,8.0
2025-01-15,Bhopal Reservoir,W_BHO,Bhopal,23.229183363287657,77.43424351500207,6.7,70.0,7.8,4.3,Moderate,10.6
2025-01-16,Mumbai Reservoir,W_MUM,Mumbai,19.116019611693098,72.88119571935042,7.8,34.3,4.9,1.6,Safe,11.7
2025-01-16,Delhi Reservoir,W_DEL,Delhi,28.65410262419598,77.10224463501524,6.5,51.3,8.4,4.8,Unsafe,4.4
2025-01-16,Bengaluru Reservoir,W_BEN,Bengaluru,12.98768633608419,77.55710286519118,6.9,91.4,4.2,1.3,Unsafe,9.8
2025-01-16,Chennai Reservoir,W_CHE,Chennai,13.081330037146602,80.23176350433106,8.5,89.9,8.9,7.3,Unsafe,4.4
2025-01-16,Kolkata Reservoir,W_KOL,Kolkata,22.571759270726872,88.3769100107834,6.5,16.5,9.8,6.5,Unsafe,13.8
2025-01-16,Hyderabad Reservoir,W_HYD,Hyderabad,17.416549453796293,78.50812249553493,7.5,38.9,4.9,7.8,Safe,13.0
2025-01-16,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.02091374489141,72.57708750297061,7.4,95.6,5.2,1.3,Unsafe,5.0
2025-01-16,Jaipur Reservoir,W_JAI,Jaipur,26.89513952011858,75.8317277834947,8.3,16.5,9.9,2.9,Unsafe,3.2
2025-01-16,Lucknow Reservoir,W_LUC,Lucknow,26.866181854051664,80.95481420880358,8.2,71.4,4.6,1.5,Unsafe,12.9
2025-01-16,Bhopal Reservoir,W_BHO,Bhopal,23.300824098332097,77.4508139893101,8.2,52.6,8.6,4.8,Unsafe,10.8
2025-01-17,Mumbai Reservoir,W_MUM,Mumbai,19.10823401037184,72.89688419549105,7.7,26.5,8.1,3.1,Safe,6.5
2025-01-17,Delhi Reservoir,W_DEL,Delhi,28.703506192721967,77.13684485628261,7.6,83.8,5.2,4.8,Safe,10.2
2025-01-17,Bengaluru Reservoir,W_BEN,Bengaluru,12.963244858427187,77.63638482787731,7.4,37.6,8.8,3.9,Moderate,11.3
2025-01-17,Chennai Reservoir,W_CHE,Chennai,13.103630673410517,80.29032809089001,7.0,99.0,7.5,5.0,Unsafe,3.0
2025-01-17,Kolkata Reservoir,W_KOL,Kolkata,22.618428341588736,88.39873327821356,8.4,81.8,7.1,5.0,Moderate,9.9
2025-01-17,Hyderabad Reservoir,W_HYD,Hyderabad,17.387461727070626,78.48717604997617,6.8,26.4,8.2,5.9,Safe,4.1
2025-01-17,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.069771830382887,72.57279594609979,7.9,67.3,9.0,1.2,Unsafe,11.3
2025-01-17,Jaipur Reservoir,W_JAI,Jaipur,26.911949854054168,75.83427519121338,7.4,28.1,9.2,4.3,Unsafe,11.9
2025-01-17,Lucknow Reservoir,W_LUC,Lucknow,26.869767057414123,80.99185348465315,6.9,31.7,10.0,5.5,Safe,11.2
2025-01-17,Bhopal Reservoir,W_BHO,Bhopal,23.29031567218895,77.40314733999548,7.3,76.5,7.8,3.5,Moderate,3.9
2025-01-18,Mumbai Reservoir,W_MUM,Mumbai,19.08567392363832,72.86175207123732,7.3,83.3,5.9,7.1,Safe,8.6
2025-01-18,Delhi Reservoir,W_DEL,Delhi,28.737962416961487,77.09079470109269,8.4,71.8,9.7,2.9,Moderate,11.0
2025-01-18,Bengaluru Reservoir,W_BEN,Bengaluru,13.020549568756838,77.63797715964549,7.0,96.5,7.7,1.7,Unsafe,8.3
2025-01-18,Chennai Reservoir,W_CHE,Chennai,13.07832945316209,80.22694330942133,7.1,51.2,4.2,4.9,Moderate,1.6
2025-01-18,Kolkata Reservoir,W_KOL,Kolkata,22.54432215914754,88.41337328525157,7.7,20.4,9.9,3.2,Moderate,8.2
2025-01-18,Hyderabad Reservoir,W_HYD,Hyderabad,17.4345951771456,78.53612678592167,7.4,46.7,9.1,5.0,Unsafe,10.6
2025-01-18,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.036750699842145,72.53803637939045,7.7,46.4,8.3,3.4,Unsafe,2.7
2025-01-18,Jaipur Reservoir,W_JAI,Jaipur,26.915911459951076,75.80229508650837,7.3,82.8,9.3,4.8,Unsafe,1.6
2025-01-18,Lucknow Reservoir,W_LUC,Lucknow,26.89213485948404,80.98621984343147,8.2,64.2,4.3,1.9,Safe,5.1
2025-01-18,Bhopal Reservoir,W_BHO,Bhopal,23.261452206811168,77.38462271009155,8.1,52.8,4.9,2.2,Moderate,1.5
2025-01-19,Mumbai Reservoir,W_MUM,Mumbai,19.094861587702383,72.86251582348147,7.4,55.1,6.5,7.4,Moderate,10.4
2025-01-19,Delhi Reservoir,W_DEL,Delhi,28.723083160144082,77.11708682807925,7.1,12.3,7.9,7.3,Moderate,9.0
2025-01-19,Bengaluru Reservoir,W_BEN,Bengaluru,12.95928320478584,77.58881498816862,7.1,31.7,7.2,4.3,Unsafe,11.8
2025-01-19,Chennai Reservoir,W_CHE,Chennai,13.05271042312863,80.29413711638652,7.0,98.8,5.7,1.5,Unsafe,4.4
2025-01-19,Kolkata Reservoir,W_KOL,Kolkata,22.539435403263386,88.35666364207887,7.5,51.7,8.3,6.9,Safe,4.6
2025-01-19,Hyderabad Reservoir,W_HYD,Hyderabad,17.353608057214192,78.49167214889393,7.2,13.7,8.9,2.6,Safe,4.2
2025-01-19,Ahmedabad Reservoir,W_AHM,Ahmedabad,23.030435631708635,72.60788701457645,7.1,35.4,5.9,7.1,Moderate,9.2
2025-01-19,Jaipur Reservoir,W_JAI,Jaipur,26.93979126981726,75.79792523926156,7.4,57.4,7.3,7.9,Safe,10.5
2025-01-19,Lucknow Reservoir,W_LUC,Lucknow,26.796890040912324,80.94524595127098,7.5,25.1,5.7,3.7,Moderate,10.8
2025-01-19,Bhopal Reservoir,W_BHO,Bhopal,23.229892397988092,77.44817770020278,6.7,21.0,6.6,1.4,Unsafe,8.1
2025-01-20,Mumbai Reservoir,W_MUM,Mumbai,19.043576294916654,72.8790691043696,8.0,90.8,5.1,3.7,Moderate,11.6
2025-01-20,Delhi Reservoir,W_DEL,Delhi,28.666346640188358,77.14635025636777,8.2,45.9,9.6,6.7,Unsafe,6.3
2025-01-20,Bengaluru Reservoir,W_BEN,Bengaluru,12.960252786307112,77.63821416700141,7.4,55.8,5.0,2.9,Moderate,12.8
2025-01-20,Chennai Reservoir,W_CHE,Chennai,13.072696589563938,80.25757320198113,7.6,33.1,4.3,4.8,Unsafe,14.4
